date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:44	1336/1336	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:51:38%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/icon/fea-icon03.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/icon/fea-icon03.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:46	6817/6817	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-06.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-06.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:47	1003333/1003333	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:49:14%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/steps-img.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/steps-img.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:47	22667/22667	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:39%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-07.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-07.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:48	6434/6434	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:39%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-08.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-08.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:49	6810/6810	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:41%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-09.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-09.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:52	845683/845683	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:31%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-1.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-1.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:53	575533/575533	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:33%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-2.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-2.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:55	533854/533854	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:38%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-4.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-4.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:56	533311/533311	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:42%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-5.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-5.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:56	385124/385124	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-3.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-3.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:57	142616/142616	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:20%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/cta_bg02.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/cta_bg02.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:58	3404/3404	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:35%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-04.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-04.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:58	899749/899749	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2010:48:44%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-6.jpg	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/evn-img-6.jpg	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:15:59	6944/6944	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:37%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/an-img-05.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/an-img-05.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:01	2804/2804	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:50%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/play-button.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/play-button.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:03	2364/2364	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:53:13%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/testimonial/qt-icon.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/testimonial/qt-icon.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:03	1607976/1607976	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:23%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/cta_bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/cta_bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:04	9721/9721	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:53:15%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:05	13797/13797	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:53:15%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar_02.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar_02.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:06	11351/11351	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:53:17%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar_03.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/testimonial/testi_avatar_03.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:10	53369/53369	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:30%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/admission_bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/admission_bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:10	1033153/1033153	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:48:58%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/search_bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/search_bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:11	4915/4915	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:14%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/brand/b-logo1.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/brand/b-logo1.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:12	434447/434447	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:56%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/features/about_img.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/features/about_img.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:12	5256/5256	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:13%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/brand/b-logo2.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/brand/b-logo2.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:13	4454/4454	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:14%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/brand/b-logo3.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/brand/b-logo3.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:15	4294/4294	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:15%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/brand/b-logo4.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/brand/b-logo4.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:16	5216/5216	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:50:16%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/brand/b-logo5.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/brand/b-logo5.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
15:16:18	301841/301841	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202023%2010:47:58%20GMT	https://htmldemo.zcubethemes.com/qeducato/img/bg/blog_bg.png	C:/My%20Web%20Sites/examination/htmldemo.zcubethemes.com/qeducato/img/bg/blog_bg.png	(from https://htmldemo.zcubethemes.com/qeducato/index.html)
